OrderID,Order Date,State Code,Warehouse,Distribution Channel,Order Quantity,Unit Price
SO - 0001525,2015-04-12,CA,AXW,Wholesale,25,27.89
SO - 0001538,2016-11-06,CA,AXW,Wholesale,27,10.36
SO - 0001656,2015-07-20,CA,AXW,Wholesale,44,50.35
SO - 0001679,2015-05-07,CA,AXW,Wholesale,31,10.0
SO - 0001716,2015-12-06,CA,AXW,Wholesale,45,25.66
SO - 0001734,2015-07-20,CA,AXW,Wholesale,48,60.02
SO - 0001874,2015-12-13,CA,AXW,Wholesale,19,37.88
SO - 0001902,2015-03-26,CA,AXW,Wholesale,34,15.01
SO - 0001921,2016-06-13,CA,AXW,Wholesale,38,31.04
SO - 0002032,2015-10-16,CA,AXW,Wholesale,40,182.63
SO - 0002045,2016-06-02,CA,AXW,Wholesale,26,7.55
SO - 0002105,2015-05-16,CA,AXW,Wholesale,34,19.04
SO - 0002195,2016-06-22,CA,AXW,Wholesale,28,18.98
SO - 0002321,2016-05-28,CA,AXW,Wholesale,33,17.36
SO - 0002360,2016-02-21,CA,AXW,Wholesale,41,17.07
SO - 0002382,2015-07-07,CA,AXW,Wholesale,49,184.05
SO - 0002634,2016-02-19,CA,AXW,Wholesale,44,16.12
SO - 0002683,2015-02-25,CA,AXW,Wholesale,34,29.13
SO - 0002865,2015-11-21,CA,AXW,Wholesale,47,163.46
SO - 0002979,2015-06-11,CA,AXW,Wholesale,19,59.49
SO - 0003221,2015-09-06,CA,AXW,Wholesale,20,30.45
SO - 0003316,2016-11-05,CA,AXW,Wholesale,32,169.59
SO - 0003348,2015-04-13,CA,AXW,Wholesale,35,32.51
SO - 0003524,2015-12-03,CA,AXW,Wholesale,18,155.97
SO - 0003536,2016-03-04,CA,AXW,Wholesale,44,28.15
SO - 0003551,2016-03-06,CA,AXW,Wholesale,47,25.09
SO - 0003583,2016-07-01,CA,AXW,Wholesale,43,28.45
SO - 0003636,2015-06-28,CA,AXW,Wholesale,27,17.96
SO - 0003825,2015-08-01,CA,AXW,Wholesale,52,15.4
SO - 0003929,2015-05-30,CA,AXW,Wholesale,34,146.28
SO - 0003935,2015-07-01,CA,AXW,Wholesale,21,160.13
SO - 0003941,2015-07-09,CA,AXW,Wholesale,49,25.66
SO - 0003956,2015-10-29,CA,AXW,Wholesale,39,170.01
SO - 0004051,2016-03-26,CA,AXW,Wholesale,21,56.2
SO - 0004069,2015-02-06,CA,AXW,Wholesale,26,10.13
SO - 0004201,2016-03-22,CA,AXW,Wholesale,29,65.13
SO - 0004247,2016-09-01,CA,AXW,Wholesale,33,27.69
SO - 0004251,2015-03-26,CA,AXW,Wholesale,27,30.46
SO - 0004287,2015-04-13,CA,AXW,Wholesale,16,25.89
SO - 0004363,2015-01-16,CA,AXW,Wholesale,26,34.95
SO - 0004414,2016-06-22,CA,AXW,Wholesale,30,25.72
SO - 0004423,2015-07-21,CA,AXW,Wholesale,18,25.06
SO - 0004664,2015-12-28,CA,AXW,Wholesale,24,34.49
SO - 0004797,2016-04-16,CA,AXW,Wholesale,51,56.22
SO - 0004812,2015-04-15,CA,AXW,Wholesale,51,189.12
SO - 0004857,2015-12-23,CA,AXW,Wholesale,24,38.67
SO - 0004876,2015-02-28,CA,AXW,Wholesale,17,26.72
SO - 0004920,2016-06-24,CA,AXW,Wholesale,23,58.35
SO - 0004921,2016-02-23,CA,AXW,Wholesale,46,27.06
SO - 0004996,2016-03-31,CA,AXW,Wholesale,29,31.2
SO - 0005213,2015-05-08,CA,AXW,Wholesale,24,15.77
SO - 0005241,2015-04-07,CA,AXW,Wholesale,34,26.24
SO - 0005259,2016-03-18,CA,AXW,Wholesale,31,53.36
SO - 0005281,2015-04-19,CA,AXW,Wholesale,42,11.3
SO - 0005323,2015-10-16,CA,AXW,Wholesale,35,16.4
SO - 0005437,2015-03-24,CA,AXW,Wholesale,15,18.27
SO - 0005540,2016-01-24,CA,AXW,Wholesale,52,40.04
SO - 0005681,2016-01-17,CA,AXW,Wholesale,23,13.19
SO - 0005740,2016-04-06,CA,AXW,Wholesale,27,6.76
SO - 0005855,2015-07-12,CA,AXW,Wholesale,21,32.05
SO - 0005888,2015-10-18,CA,AXW,Wholesale,35,65.22
SO - 0006021,2016-03-06,CA,AXW,Wholesale,23,19.29
SO - 0006047,2015-08-08,CA,AXW,Wholesale,42,30.75
SO - 0006120,2016-06-13,CA,AXW,Wholesale,15,33.06
SO - 0006163,2015-10-12,CA,AXW,Wholesale,36,62.49
SO - 0006268,2015-10-08,CA,AXW,Wholesale,33,39.66
SO - 0006394,2015-04-26,CA,AXW,Wholesale,34,25.76
SO - 0006408,2015-06-05,CA,AXW,Wholesale,26,61.09
SO - 0006466,2015-01-25,CA,AXW,Wholesale,48,17.33
SO - 0006501,2015-08-11,CA,AXW,Wholesale,31,27.52
SO - 0006553,2016-11-05,CA,AXW,Wholesale,41,13.56
SO - 0006616,2015-01-24,CA,AXW,Wholesale,37,27.12
SO - 0006946,2015-07-04,CA,AXW,Wholesale,45,71.55
SO - 0006950,2016-01-18,CA,AXW,Wholesale,32,31.23
SO - 0006971,2016-01-04,CA,AXW,Wholesale,16,20.22
SO - 0007064,2015-07-22,CA,AXW,Wholesale,44,10.63
SO - 0007112,2016-06-22,CA,AXW,Wholesale,41,11.1
SO - 0007185,2015-11-20,CA,AXW,Wholesale,33,20.42
SO - 0007233,2016-06-06,CA,AXW,Wholesale,23,38.25
SO - 0007237,2015-04-24,CA,AXW,Wholesale,31,6.02
SO - 0007425,2016-01-02,CA,AXW,Wholesale,28,91.19
SO - 0007616,2015-05-23,CA,AXW,Wholesale,46,10.43
SO - 0007647,2016-08-02,CA,AXW,Wholesale,46,59.69
SO - 0007780,2015-06-15,CA,AXW,Wholesale,23,59.82
SO - 0007785,2016-04-17,CA,AXW,Wholesale,27,29.94
SO - 0007871,2015-04-24,CA,AXW,Wholesale,33,55.74
SO - 0007986,2015-11-22,CA,AXW,Wholesale,32,10.93
SO - 0008027,2015-05-06,CA,AXW,Wholesale,32,35.19
SO - 0008068,2015-02-10,CA,AXW,Wholesale,24,31.34
SO - 000357,2015-08-20,IN,AXW,Wholesale,22,25.02
SO - 000366,2015-11-02,IN,AXW,Wholesale,33,16.46
SO - 000515,2015-10-03,IN,AXW,Wholesale,36,52.89
SO - 000546,2015-02-22,IN,AXW,Wholesale,18,28.24
SO - 000555,2016-02-21,IN,AXW,Wholesale,25,55.89
SO - 000583,2015-08-21,IN,AXW,Wholesale,21,16.75
SO - 000594,2016-06-20,IN,AXW,Wholesale,44,35.29
SO - 000617,2015-02-18,IN,AXW,Wholesale,51,65.17
SO - 000827,2015-11-30,IN,AXW,Wholesale,23,24.96
SO - 000888,2015-11-30,IN,AXW,Wholesale,15,37.36
SO - 000962,2015-11-24,IN,AXW,Wholesale,41,182.64
SO - 000968,2015-02-20,IN,AXW,Wholesale,37,15.28
SO - 0001010,2015-08-23,IN,AXW,Wholesale,48,16.29
SO - 0001187,2016-03-03,IN,AXW,Wholesale,41,13.94
SO - 0001191,2015-02-25,IN,AXW,Wholesale,35,30.74
SO - 0001307,2015-09-18,IN,AXW,Wholesale,39,36.35
SO - 0001547,2015-03-16,IN,AXW,Wholesale,27,162.39
SO - 0001792,2015-11-27,IN,AXW,Wholesale,35,161.77
SO - 0001904,2015-08-02,IN,AXW,Wholesale,40,72.98
SO - 0001911,2015-03-29,IN,AXW,Wholesale,42,27.25
SO - 0001971,2015-07-24,IN,AXW,Wholesale,38,10.56
SO - 0002179,2016-01-03,IN,AXW,Wholesale,22,28.92
SO - 0002221,2016-09-05,IN,AXW,Wholesale,17,33.21
SO - 0002246,2016-12-02,IN,AXW,Wholesale,33,38.32
SO - 0002420,2015-05-14,IN,AXW,Wholesale,38,11.69
SO - 0002687,2015-02-27,IN,AXW,Wholesale,32,33.0
SO - 0002766,2015-09-06,IN,AXW,Wholesale,44,29.04
SO - 0002845,2016-12-03,IN,AXW,Wholesale,45,27.67
SO - 0002971,2015-08-20,IN,AXW,Wholesale,26,7.77
SO - 0003321,2016-03-13,IN,AXW,Wholesale,52,35.52
SO - 0003342,2015-01-14,IN,AXW,Wholesale,41,30.29
SO - 0003375,2015-07-22,IN,AXW,Wholesale,49,14.24
SO - 0003382,2016-02-29,IN,AXW,Wholesale,31,15.65
SO - 0003774,2015-07-10,IN,AXW,Wholesale,37,29.36
SO - 0004031,2015-03-06,IN,AXW,Wholesale,35,7.22
SO - 0004094,2016-04-27,IN,AXW,Wholesale,35,7.78
SO - 0004136,2016-05-16,IN,AXW,Wholesale,46,163.86
SO - 0004138,2016-01-24,IN,AXW,Wholesale,32,17.55
SO - 0004221,2015-10-05,IN,AXW,Wholesale,34,11.07
SO - 0004275,2015-05-15,IN,AXW,Wholesale,36,11.44
SO - 0004353,2016-04-19,IN,AXW,Wholesale,30,40.18
SO - 0004380,2016-10-04,IN,AXW,Wholesale,20,30.0
SO - 0004480,2015-06-19,IN,AXW,Wholesale,27,52.07
SO - 0004499,2015-10-04,IN,AXW,Wholesale,29,26.23
SO - 0004827,2015-12-26,IN,AXW,Wholesale,44,58.2
SO - 0004889,2015-02-11,IN,AXW,Wholesale,40,10.47
SO - 0005108,2015-10-26,IN,AXW,Wholesale,22,7.41
SO - 0005266,2015-04-17,IN,AXW,Wholesale,47,79.62
SO - 0005310,2016-11-02,IN,AXW,Wholesale,17,40.8
SO - 0005365,2016-06-29,IN,AXW,Wholesale,15,27.64
SO - 0005377,2015-12-05,IN,AXW,Wholesale,33,85.06
SO - 0005626,2016-01-24,IN,AXW,Wholesale,50,16.22
SO - 0005716,2015-03-19,IN,AXW,Wholesale,43,38.98
SO - 0005768,2016-07-02,IN,AXW,Wholesale,27,151.54
SO - 0005956,2015-05-24,IN,AXW,Wholesale,48,26.76
SO - 0006063,2016-02-17,IN,AXW,Wholesale,26,84.19
SO - 0006081,2015-09-09,IN,AXW,Wholesale,47,84.68
SO - 0006117,2015-01-02,IN,AXW,Wholesale,28,14.52
SO - 0006180,2015-08-12,IN,AXW,Wholesale,51,32.04
SO - 0006251,2015-05-04,IN,AXW,Wholesale,18,18.47
SO - 0006371,2016-05-04,IN,AXW,Wholesale,52,25.95
SO - 0006374,2015-10-04,IN,AXW,Wholesale,39,17.62
SO - 0006575,2015-04-02,IN,AXW,Wholesale,35,34.42
SO - 0006752,2015-07-11,IN,AXW,Wholesale,23,18.59
SO - 0006837,2016-10-04,IN,AXW,Wholesale,29,34.19
SO - 0006880,2015-04-12,IN,AXW,Wholesale,25,69.36
SO - 0006888,2015-01-31,IN,AXW,Wholesale,48,36.2
SO - 0006912,2015-01-08,IN,AXW,Wholesale,30,19.51
SO - 0007003,2015-02-11,IN,AXW,Wholesale,22,171.88
SO - 0007013,2015-10-17,IN,AXW,Wholesale,15,12.65
SO - 0007019,2015-12-29,IN,AXW,Wholesale,48,16.11
SO - 0007067,2015-09-12,IN,AXW,Wholesale,50,60.64
SO - 0007094,2016-05-26,IN,AXW,Wholesale,40,7.26
SO - 0007107,2016-04-22,IN,AXW,Wholesale,23,54.13
SO - 0007206,2015-07-17,IN,AXW,Wholesale,43,161.19
SO - 0007390,2016-08-06,IN,AXW,Wholesale,18,31.93
SO - 0007539,2015-12-22,IN,AXW,Wholesale,31,36.52
SO - 0007591,2015-08-26,IN,AXW,Wholesale,32,160.4
SO - 0007641,2015-12-16,IN,AXW,Wholesale,43,19.15
SO - 0007670,2016-01-05,IN,AXW,Wholesale,35,11.46
SO - 0007941,2015-10-12,IN,AXW,Wholesale,35,30.32
SO - 0007958,2015-12-02,IN,AXW,Wholesale,15,34.98
SO - 0007987,2015-06-19,IN,AXW,Wholesale,18,17.67
SO - 0008008,2016-02-26,IN,AXW,Wholesale,47,10.78
SO - 0008050,2015-04-15,IN,AXW,Wholesale,18,81.26
SO - 0008097,2015-07-19,IN,AXW,Wholesale,46,12.25
SO - 000164,2015-06-20,MO,AXW,Wholesale,41,17.71
SO - 000255,2015-02-10,MO,AXW,Wholesale,44,32.39
SO - 000412,2015-02-03,MO,AXW,Wholesale,37,15.21
SO - 000455,2015-06-24,MO,AXW,Wholesale,36,77.54
SO - 000592,2015-08-10,MO,AXW,Wholesale,20,29.08
SO - 000708,2015-09-26,MO,AXW,Wholesale,27,34.69
SO - 000969,2015-08-20,MO,AXW,Wholesale,35,178.38
SO - 0001209,2015-06-29,MO,AXW,Wholesale,37,68.06
SO - 0001238,2015-10-30,MO,AXW,Wholesale,41,61.25
SO - 0001275,2015-02-22,MO,AXW,Wholesale,47,62.18
SO - 0001347,2016-08-01,MO,AXW,Wholesale,42,32.35
SO - 0001393,2015-05-24,MO,AXW,Wholesale,27,6.7
SO - 0001433,2015-04-23,MO,AXW,Wholesale,25,24.55
SO - 0001443,2015-02-03,MO,AXW,Wholesale,25,17.14
SO - 0001650,2016-04-14,MO,AXW,Wholesale,30,34.57
SO - 0001687,2016-06-28,MO,AXW,Wholesale,32,31.64
SO - 0001810,2016-02-04,MO,AXW,Wholesale,31,82.63
SO - 0001864,2015-05-02,MO,AXW,Wholesale,40,65.52
SO - 0001964,2015-11-26,MO,AXW,Wholesale,18,84.5
SO - 0002016,2015-03-21,MO,AXW,Wholesale,52,36.69
SO - 0002075,2016-10-06,MO,AXW,Wholesale,20,28.15
SO - 0002091,2015-02-20,MO,AXW,Wholesale,39,173.0
SO - 0002134,2015-05-14,MO,AXW,Wholesale,49,31.56
SO - 0002301,2015-04-22,MO,AXW,Wholesale,36,17.97
SO - 0002329,2015-03-13,MO,AXW,Wholesale,27,24.45
SO - 0002334,2016-06-28,MO,AXW,Wholesale,35,16.8
SO - 0002517,2015-09-09,MO,AXW,Wholesale,29,28.03
SO - 0002664,2015-08-27,MO,AXW,Wholesale,21,16.38
SO - 0002666,2016-01-31,MO,AXW,Wholesale,49,10.13
SO - 0002691,2015-03-22,MO,AXW,Wholesale,43,18.59
SO - 0002743,2016-03-17,MO,AXW,Wholesale,38,18.5
SO - 0002755,2015-04-17,MO,AXW,Wholesale,48,26.41
SO - 0002784,2015-09-17,MO,AXW,Wholesale,40,39.03
SO - 0002964,2016-01-02,MO,AXW,Wholesale,16,29.93
SO - 0003422,2015-11-12,MO,AXW,Wholesale,18,18.94
SO - 0003538,2016-04-01,MO,AXW,Wholesale,30,52.19
SO - 0003697,2015-05-26,MO,AXW,Wholesale,29,187.31
SO - 0003822,2016-01-17,MO,AXW,Wholesale,16,25.96
SO - 0003980,2015-01-15,MO,AXW,Wholesale,35,7.14
SO - 0004017,2015-02-08,MO,AXW,Wholesale,30,16.29
SO - 0004143,2016-03-02,MO,AXW,Wholesale,45,61.07
SO - 0004249,2015-05-19,MO,AXW,Wholesale,21,18.67
SO - 0004267,2016-01-18,MO,AXW,Wholesale,32,27.77
SO - 0004274,2015-10-11,MO,AXW,Wholesale,38,37.63
SO - 0004444,2016-05-02,MO,AXW,Wholesale,27,18.75
SO - 0004445,2015-05-23,MO,AXW,Wholesale,26,37.36
SO - 0004539,2015-07-23,MO,AXW,Wholesale,27,14.88
SO - 0004730,2015-09-18,MO,AXW,Wholesale,23,40.12
SO - 0004733,2015-07-11,MO,AXW,Wholesale,35,38.52
SO - 0004862,2015-01-02,MO,AXW,Wholesale,32,190.97
SO - 0004910,2016-04-25,MO,AXW,Wholesale,31,26.02
SO - 0005099,2015-05-25,MO,AXW,Wholesale,47,26.22
SO - 0005126,2016-05-17,MO,AXW,Wholesale,51,68.39
SO - 0005163,2016-04-01,MO,AXW,Wholesale,18,61.05
SO - 0005175,2015-12-19,MO,AXW,Wholesale,36,12.46
SO - 0005199,2016-12-06,MO,AXW,Wholesale,19,26.93
SO - 0005223,2015-01-16,MO,AXW,Wholesale,41,11.55
SO - 0005296,2015-06-24,MO,AXW,Wholesale,43,85.49
SO - 0005301,2016-09-03,MO,AXW,Wholesale,51,35.94
SO - 0005494,2016-03-14,MO,AXW,Wholesale,29,58.59
SO - 0005548,2016-02-16,MO,AXW,Wholesale,45,25.8
SO - 0005553,2015-04-23,MO,AXW,Wholesale,15,27.16
SO - 0005561,2015-09-20,MO,AXW,Wholesale,36,29.98
SO - 0005654,2015-03-17,MO,AXW,Wholesale,38,25.55
SO - 0005682,2016-04-15,MO,AXW,Wholesale,35,30.28
SO - 0005712,2015-10-27,MO,AXW,Wholesale,52,35.6
SO - 0005994,2015-05-15,MO,AXW,Wholesale,52,18.86
SO - 0006004,2015-06-10,MO,AXW,Wholesale,18,27.65
SO - 0006253,2015-01-03,MO,AXW,Wholesale,43,34.19
SO - 0006339,2015-06-02,MO,AXW,Wholesale,38,28.61
SO - 0006468,2015-11-25,MO,AXW,Wholesale,51,11.44
SO - 0006578,2015-05-06,MO,AXW,Wholesale,27,26.9
SO - 0006677,2015-06-19,MO,AXW,Wholesale,52,26.62
SO - 0006689,2016-04-24,MO,AXW,Wholesale,26,13.79
SO - 0006693,2016-01-20,MO,AXW,Wholesale,46,24.93
SO - 0006847,2015-08-20,MO,AXW,Wholesale,22,26.13
SO - 0007050,2015-09-04,MO,AXW,Wholesale,21,10.25
SO - 0007466,2015-03-25,MO,AXW,Wholesale,41,25.75
SO - 0007558,2015-07-28,MO,AXW,Wholesale,39,26.41
SO - 0007572,2016-09-04,MO,AXW,Wholesale,46,14.57
SO - 0007966,2015-10-08,MO,AXW,Wholesale,41,30.25
SO - 0007975,2015-04-12,MO,AXW,Wholesale,52,16.66
SO - 000118,2016-01-24,OR,AXW,Wholesale,36,35.91
SO - 000158,2015-04-20,OR,AXW,Wholesale,41,10.46
SO - 000225,2015-02-20,OR,AXW,Wholesale,42,7.12
SO - 000246,2015-02-19,OR,AXW,Wholesale,30,25.22
SO - 000394,2015-01-03,OR,AXW,Wholesale,39,7.31
SO - 000607,2015-09-11,OR,AXW,Wholesale,30,25.82
SO - 000829,2015-05-30,OR,AXW,Wholesale,40,39.12
SO - 0001061,2015-09-19,OR,AXW,Wholesale,19,51.14
SO - 0001310,2015-09-13,OR,AXW,Wholesale,22,14.16
SO - 0001454,2016-02-22,OR,AXW,Wholesale,39,26.84
SO - 0001491,2016-02-17,OR,AXW,Wholesale,48,35.47
SO - 0001540,2015-09-20,OR,AXW,Wholesale,41,66.17
SO - 0001597,2016-10-05,OR,AXW,Wholesale,52,13.98
SO - 0001707,2015-10-23,OR,AXW,Wholesale,27,7.53
SO - 0001733,2015-06-05,OR,AXW,Wholesale,33,29.46
SO - 0001847,2015-07-29,OR,AXW,Wholesale,43,38.43
SO - 0002007,2015-10-13,OR,AXW,Wholesale,33,29.34
SO - 0002113,2015-10-22,OR,AXW,Wholesale,25,7.74
SO - 0002186,2015-05-10,OR,AXW,Wholesale,38,55.83
SO - 0002213,2015-03-03,OR,AXW,Wholesale,17,36.61
SO - 0002239,2015-05-12,OR,AXW,Wholesale,31,6.56
SO - 0002288,2015-05-13,OR,AXW,Wholesale,23,27.42
SO - 0002476,2016-08-03,OR,AXW,Wholesale,16,65.29
SO - 0002505,2016-02-13,OR,AXW,Wholesale,23,56.16
SO - 0002670,2016-02-28,OR,AXW,Wholesale,37,11.8
SO - 0002685,2015-01-03,OR,AXW,Wholesale,43,64.64
SO - 0002736,2016-04-16,OR,AXW,Wholesale,28,19.01
